address1,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio,address2,industrySymbol
8051 Congress Avenue,Boca Raton,FL,33487-1307,United States,561 995 7670,561 998 3448,https://www.sbasite.com,REIT—Specialty,REIT—Specialty,Real Estate,1834.0,3.0,10.0,3.0,7.0,7.0,1685577600.0,1672444800.0,86400,2,224.6,222.8,219.05,223.43,224.6,222.8,219.05,223.43,3.4,0.0150999995,1684972800.0,0.8688,,0.508802,66.02687,38.467827,1216557,1216557,727601,756240,756240,217.12,225.33,800,900,23963504640,218.61,356.59,8.9110155,239.0872,269.93024,2.98,0.013268032,USD,39343742976.0,0.13908,106960233.0,108339000.0,1172883.0,1512081.0,1682640000.0,1685491200.0,0.0108,0.012259999,0.96715,1.4,0.013099999,0.0,-48.642,,1672444800.0,1703980800.0,1680220800.0,-0.463,374023008.0,3.35,5.75,3.22,,,14.63,23.046,-0.3211699,0.15015817,0.85,1684972800.0,NMS,EQUITY,SBAC,SBAC,SBA Communications Corporation,SBA Communications Corporation,929539800,America/New_York,EDT,959197f0-c64d-38bc-ad9b-3132fa795ec3,finmb_34071,-14400000,221.19,344.0,262.0,310.87,308.0,2.1,buy,15.0,152772000.0,1.41,1707172992.0,15125303296.0,0.618,0.735,2689200128.0,,24.907,0.05992,,1937997000.0,1093006336.0,1304386048.0,-0.459,0.09,0.7368,0.63483,0.3687,USD,2.2808,,
2401 Utah Avenue South,Seattle,WA,98134,United States,206 447 1575,,https://www.starbucks.com,Restaurants,Restaurants,Consumer Cyclical,402000.0,3.0,3.0,3.0,2.0,1.0,1685577600.0,1672444800.0,86400,2,101.27,100.6,100.355,102.45,101.27,100.6,100.355,102.45,2.12,0.0208,1683763200.0,0.66230005,1.92,0.953521,33.074677,24.785889,5446136,5446136,6278366,6900800,6900800,101.81,101.96,900,900,116783767552,73.51,115.48,3.4350085,104.3892,99.4779,2.08,0.020539153,USD,137885270016.0,0.10456,1122612200.0,1146400000.0,13612902.0,14600990.0,1682640000.0,1685491200.0,0.0119,0.020739999,0.74216,1.9,0.0121,0.0,-7.417,,1664668800.0,1696204800.0,1680393600.0,0.347,3554800128.0,3.08,4.11,1.82,2:1,1428537600.0,4.056,22.006,0.3546543,0.15015817,0.53,1683763200.0,NMS,EQUITY,SBUX,SBUX,Starbucks Corporation,Starbucks Corporation,709565400,America/New_York,EDT,008ad8c5-a728-3e78-9380-bba1f5a13a9e,finmb_34745,-14400000,101.87,136.0,95.0,115.62,117.0,2.5,buy,29.0,3451200000.0,3.01,6265699840.0,24545200128.0,0.508,0.772,33998100480.0,,29.62,0.10421,,8385400000.0,2434475008.0,4725300224.0,0.362,0.142,0.26258,0.1843,0.14132,USD,1.3987,,
3000 Schwab Way,Westlake,TX,76262,United States,817 859 5000,,https://www.schwab.com,Capital Markets,Capital Markets,Financial Services,36000.0,7.0,7.0,8.0,10.0,10.0,1685577600.0,1672444800.0,86400,2,53.93,53.8,53.41,54.12,53.93,53.8,53.41,54.12,1.0,0.0184,1683763200.0,0.2432,1.27,0.879577,14.745902,13.036233,13386423,13386423,20176906,12770110,12770110,0.0,0.0,1800,1100,98227560448,45.0,86.63,4.632065,52.225,68.7048,0.89,0.016502874,USD,103756955648.0,0.3482,1487114939.0,1769139968.0,27889539.0,30920816.0,1682640000.0,1685491200.0,0.0153,0.0634,0.86992997,1.75,0.0168,0.0,14.931,3.6146274,1672444800.0,1703980800.0,1680220800.0,0.143,6889999872.0,3.66,4.14,1.74,3:2,959731200.0,4.893,,-0.12993711,0.15015817,0.25,1683763200.0,NYQ,EQUITY,SCHW,SCHW,Charles Schwab Corporation (The,The Charles Schwab Corporation,559315800,America/New_York,EDT,44fa1123-d894-3881-ac91-408d73b5b13c,finmb_34093,-14400000,53.97,80.0,53.0,67.39,66.0,2.0,buy,16.0,81296998400.0,44.668,,76853002240.0,0.388,0.391,21205999616.0,211.442,11.34,0.01214,0.17488001,20174000000.0,,8780999680.0,0.239,0.095,0.97218,0.0,0.47364,USD,1.856,,
2415 Cascade Pointe Boulevard,Charlotte,NC,28208,United States,980 221 3235,,https://www.sealedair.com,Packaging & Containers,Packaging & Containers,Consumer Cyclical,16300.0,4.0,3.0,2.0,3.0,1.0,1685577600.0,1672444800.0,86400,2,39.76,39.45,38.92,39.63,39.76,39.45,38.92,39.63,0.8,0.0201,1686182400.0,0.2888,1.55,1.254225,14.054152,9.58867,963727,963727,1218809,1512330,1512330,0.0,0.0,800,800,5620946944,37.34,62.14,1.0085853,42.6254,47.50975,0.8,0.020120725,USD,10353103872.0,0.07254,143180791.0,144386000.0,2305660.0,2173821.0,1682640000.0,1685491200.0,0.016,0.00701,0.942,1.69,0.022,0.0,2.4,16.220833,1672444800.0,1703980800.0,1680220800.0,-0.585,404600000.0,2.77,4.06,4.76,2:1,1174262400.0,1.858,9.723,-0.3256539,0.15015817,0.2,1686182400.0,NYQ,EQUITY,SEE,SEE,Sealed Air Corporation,Sealed Air Corporation,322151400,America/New_York,EDT,5b751775-000e-34b8-b8f2-ed2240265d50,finmb_382724,-14400000,38.93,64.0,48.0,54.08,53.5,2.6,hold,12.0,303100000.0,2.099,1064800000.0,4915400192.0,0.526,1.193,5573100032.0,1418.586,38.429,0.08068,1.50717,1772900000.0,406550016.0,616800000.0,-0.569,-0.049,0.30522,0.19106,0.15604,USD,1.9851,,
101 West Prospect Avenue,Cleveland,OH,44115-1075,United States,216 566 2000,,https://www.sherwin-williams.com,Specialty Chemicals,Specialty Chemicals,Basic Materials,64366.0,7.0,9.0,4.0,9.0,8.0,1685577600.0,1672444800.0,86400,2,248.37,247.98,245.7727,249.46,248.37,247.98,245.7727,249.46,2.42,0.0097,1684368000.0,0.2951,0.84,1.071126,30.341106,24.877264,925498,925498,1379138,1246320,1246320,0.0,0.0,800,800,63771037696,195.24,265.64,2.8226516,233.8146,230.0538,2.405,0.009683134,USD,76605276160.0,0.09413,236220474.0,257890000.0,2947454.0,2512961.0,1682640000.0,1685491200.0,0.0114,0.081429996,0.79445,2.13,0.0124,0.0,12.337,20.043772,1672444800.0,1703980800.0,1680220800.0,0.287,2126700032.0,8.15,9.94,4.77,3:1,1617235200.0,3.391,20.481,0.099559784,0.15015817,0.605,1684368000.0,NYQ,EQUITY,SHW,SHW,Sherwin-Williams Company (The),The Sherwin-Williams Company,322151400,America/New_York,EDT,4c24c374-148a-3957-ae62-750a63d7b6f9,finmb_303104,-14400000,247.28,290.0,215.0,256.89,265.0,2.4,buy,25.0,151400000.0,0.59,3740300032.0,13000099840.0,0.493,0.998,22592600064.0,410.512,87.747,0.08773,0.78751,9325100000.0,1198762496.0,1981799936.0,0.305,0.089,0.42903998,0.16555001,0.13936,USD,3.3435,,
One Strawberry Lane,Orrville,OH,44667-0280,United States,330 682 3000,330 684 3370,https://www.jmsmucker.com,Packaged Foods,Packaged Foods,Consumer Defensive,,10.0,3.0,8.0,9.0,8.0,1685577600.0,1672444800.0,86400,2,151.34,151.42,150.515,152.52,151.34,151.42,150.515,152.52,4.08,0.026600001,1683763200.0,,2.97,0.222183,,15.083087,829981,829981,893729,905660,905660,0.0,0.0,800,800,16260924416,124.23,163.07,1.9065005,152.6006,150.02464,4.08,0.026959164,USD,19307339776.0,-0.0107,102096764.0,106636000.0,3513460.0,3763606.0,1682640000.0,1685491200.0,0.032899998,0.04389,0.83235,3.5,0.038900003,0.0,69.173,2.204473,1682812800.0,1714435200.0,1682812800.0,,-91300000.0,-0.86,10.11,2.62,,,2.264,11.892,0.21081471,0.15015817,1.02,1683763200.0,NYQ,EQUITY,SJM,SJM,J.M. Smucker Company (The) New,The J. M. Smucker Company,783613800,America/New_York,EDT,2431dd37-8df9-3754-a024-5efd8fbf2aab,finmb_303591,-14400000,152.49,170.0,135.0,151.83,155.0,3.1,hold,12.0,1143600000.0,10.85,1623600000.0,4314200064.0,0.876,1.439,8529200128.0,59.173,80.313,0.04779,-0.011829999,,1018537472.0,1188000000.0,,0.099,0.32924998,0.19036,0.13918,USD,4.4713,,
5599 San Felipe,Houston,TX,77056,United States,713 513 2000,,https://www.slb.com,Oil & Gas Equipment & Services,Oil & Gas Equipment & Services,Energy,99000.0,5.0,4.0,2.0,5.0,3.0,1685577600.0,1672444800.0,86400,2,47.26,47.15,46.82,48.41,47.26,47.15,46.82,48.41,1.0,0.0209,1686009600.0,0.2892,3.68,1.786619,17.820894,12.908108,6444237,6444237,9647532,8187120,8187120,0.0,0.0,1400,1000,68073758720,30.65,59.45,2.2793825,47.3636,49.0064,0.775,0.016398646,USD,79031312384.0,0.12941,1421439751.0,1425330048.0,18988546.0,21510964.0,1682640000.0,1685491200.0,0.013300001,0.00193,0.83277,1.85,0.013300001,0.0,12.676,3.76775,1672444800.0,1703980800.0,1680220800.0,0.831,3864999936.0,2.68,3.7,0.49,2:1,1144627200.0,2.646,12.495,0.36535168,0.15015817,0.25,1686009600.0,NYQ,EQUITY,SLB,SLB,Schlumberger N.V.,Schlumberger Limited,378657000,America/New_York,EDT,2f075ba1-caa4-361d-9c63-7402224be4bf,finmb_301966,-14400000,47.76,75.0,49.0,64.54,65.0,1.8,buy,28.0,2504000000.0,1.757,6325000192.0,13121000448.0,0.823,1.257,29865000960.0,71.387,21.039,0.067379996,0.23021999,5161000000.0,364750016.0,3919000064.0,0.806,0.298,0.18962,0.21179001,0.1549,USD,1.0231,17th Floor,
One Vanderbilt Avenue,New York,NY,10017-3852,United States,212 594 2700,212 216 1790,https://www.slgreen.com,REIT—Office,REIT—Office,Real Estate,1137.0,4.0,7.0,10.0,8.0,9.0,1685577600.0,1672444800.0,86400,2,25.92,25.75,25.16,26.39,25.92,25.75,25.16,26.39,3.25,0.1254,1687996800.0,,5.98,1.466197,,-15.204678,1660883,1660883,2860258,2437330,2437330,0.0,0.0,1000,800,1681745024,19.06,51.69,2.1146178,23.6666,33.37775,3.57,0.13773148,USD,8831552512.0,-0.14983,64098068.0,64375500.0,17440375.0,18058781.0,1682640000.0,1685491200.0,0.2709,0.004,0.77165,8.32,0.39270002,0.0,65.843,0.39487872,1672444800.0,1703980800.0,1680220800.0,,-142796000.0,-2.19,-1.71,1.03,97:100,1642982400.0,11.105,26.333,-0.45629442,0.15015817,0.271,1685404800.0,NYQ,EQUITY,SLG,SLG,SL Green Realty Corp,SL Green Realty Corp.,871651800,America/New_York,EDT,e5d84353-6e11-3db0-86a4-348df3dcc442,finmb_364744,-14400000,26.0,84.0,17.0,30.57,23.5,3.1,hold,14.0,169300000.0,2.63,335383008.0,6590500864.0,1.005,1.423,795294976.0,132.332,12.456,0.00488,-0.02495,424147000.0,157159648.0,237035008.0,,0.179,0.53981996,0.42171,0.1146,USD,,,
2801 80th Street,Kenosha,WI,53143,United States,262 656 5200,,https://www.snapon.com,Tools & Accessories,Tools & Accessories,Industrials,12900.0,1.0,7.0,2.0,7.0,3.0,1685577600.0,1672444800.0,86400,2,273.02,272.18,271.74,275.68,273.02,272.18,271.74,275.68,6.48,0.023699999,1684368000.0,0.349,2.44,1.089788,15.664753,14.68676,292603,292603,303496,273520,273520,0.0,0.0,800,900,14444029952,192.25,275.68,2.9282794,258.2656,238.7391,6.08,0.022269432,USD,14910245888.0,0.19118,51944643.0,52931800.0,2117760.0,2346749.0,1682640000.0,1685491200.0,0.04,0.01853,0.89324,7.07,0.0467,0.0,87.099,3.1329868,1672444800.0,1703980800.0,1680307200.0,0.144,943000000.0,17.42,18.58,3.35,3:2,842400000.0,3.023,10.926,0.39352465,0.15015817,1.62,1684368000.0,NYQ,EQUITY,SNA,SNA,Snap-On Incorporated,Snap-on Incorporated,99153000,America/New_York,EDT,8c9485ea-caf3-39d1-8b2f-920e4b492044,finmb_303646,-14400000,272.88,298.0,190.0,250.91,264.65,2.9,hold,8.0,833400000.0,15.745,1364700032.0,1270000000.0,2.296,3.485,4932599808.0,27.416,92.883,0.11384,0.21568,2447300000.0,519924992.0,782899968.0,0.15,0.076,0.50653,0.27667,0.25887,USD,2.2299,,
690 East Middlefield Road,Mountain View,CA,94043,United States,650 584 5000,,https://www.synopsys.com,Software—Infrastructure,Software—Infrastructure,Technology,19000.0,1.0,7.0,4.0,6.0,3.0,1685577600.0,1672444800.0,86400,2,435.5,434.93,424.8925,437.95,435.5,434.93,424.8925,437.95,,,,0.0,,1.171126,72.630325,34.68999,953250,953250,932077,1017390,1017390,420.0,433.87,1000,800,64871895040,267.0,468.03,12.267151,401.6876,351.1862,0.0,0.0,USD,66166726656.0,0.17408001,151111182.0,152160000.0,1725362.0,1345358.0,1682640000.0,1685491200.0,0.0113,0.00599,0.95103997,1.5,0.0114,0.0,38.304,11.13043,1667174400.0,1698710400.0,1682812800.0,-0.074,920572032.0,5.87,12.29,2.39,2:1,1064361600.0,12.512,55.278,0.37862575,0.15015817,,,NMS,EQUITY,SNPS,SNPS,"Synopsys, Inc.","Synopsys, Inc.",699114600,America/New_York,EDT,9ccb8dc8-8e36-3ccd-8fe9-f8920d57610c,finmb_35028,-14400000,426.34,505.0,410.0,454.3,448.0,1.7,buy,13.0,1695437952.0,11.143,1196978048.0,689923968.0,0.991,1.15,5288261120.0,11.748,34.661,0.068390004,0.15845,4084781000.0,1479054720.0,1650889984.0,-0.069,0.09,0.79944,0.22635001,0.19658001,USD,2.6571,,
"30 Ivan Allen Jr. Boulevard, N.W.",Atlanta,GA,30308,United States,404 506 5000,,https://www.southerncompany.com,Utilities—Regulated Electric,Utilities—Regulated Electric,Utilities,27423.0,2.0,8.0,1.0,1.0,1.0,1685577600.0,1672444800.0,86400,2,70.34,70.18,69.84,71.66,70.34,70.18,69.84,71.66,2.8,0.0398,1683849600.0,0.8831,4.26,0.511619,23.25974,17.776674,2938075,2938075,4147156,4505380,4505380,0.0,0.0,1300,800,78116257792,60.71,80.57,2.6833932,71.9618,69.31765,2.72,0.03866932,USD,140229918720.0,0.11521,1087349413.0,1090400000.0,13523115.0,15103110.0,1682640000.0,1685491200.0,0.0124,0.00166,0.64188004,3.23,0.0124,0.0,27.997,2.5588455,1672444800.0,1703980800.0,1680220800.0,-0.165,3353999872.0,3.08,4.03,2.68,10000:6109,986256000.0,4.817,13.561,0.03406465,0.15015817,0.7,1683849600.0,NYQ,EQUITY,SO,SO,Southern Company (The),The Southern Company,378657000,America/New_York,EDT,98d0360b-392d-35f1-953a-cdd6489b6e88,finmb_120623,-14400000,71.64,80.0,61.0,73.57,75.5,2.5,buy,14.0,1053000000.0,0.966,10341000192.0,60550000640.0,0.321,0.688,29110999040.0,175.192,26.905,0.02863,0.095699996,10821000000.0,-2427500032.0,5553999872.0,-0.186,-0.025,0.37363997,0.35522997,0.20724002,USD,3.3117,,
225 West Washington Street,Indianapolis,IN,46204-3438,United States,317-636-1600,,https://www.simon.com,REIT—Retail,REIT—Retail,Real Estate,2500.0,10.0,10.0,10.0,10.0,10.0,1685577600.0,1672444800.0,86400,2,110.73,110.24,109.65,111.39,110.73,110.24,109.65,111.39,7.4,0.0668,1686182400.0,1.0682,6.04,1.539788,16.777273,16.828268,1358569,1358569,1453532,1655160,1655160,0.0,0.0,900,1800,41443692544,86.02,133.08,7.751738,108.326,111.57655,7.05,0.063668385,USD,61833568256.0,0.4049,323958673.0,326988000.0,5897131.0,6081856.0,1682640000.0,1685491200.0,0.018,0.00877,0.88128996,4.15,0.024500001,8000.0,9.059,12.223204,1672444800.0,1703980800.0,1680220800.0,0.059,2161394944.0,6.6,6.58,2.15,1063:1000,1401321600.0,11.566,15.95,0.14508796,0.15015817,1.85,1686182400.0,NYQ,EQUITY,SPG,SPG,"Simon Property Group, Inc.","Simon Property Group, Inc.",755879400,America/New_York,EDT,c481f9ec-0de4-363f-a710-ed57abf0c2e6,finmb_34378,-14400000,110.73,160.0,106.0,130.43,130.0,2.3,buy,14.0,1155422976.0,3.533,3876659968.0,26065541120.0,0.467,0.467,5346374144.0,708.824,16.33,0.04917,0.62331,4290493000.0,2095708288.0,3803416064.0,0.063,0.042,0.81139,0.72510004,0.49115002,USD,12.1793,,
55 Water Street,New York,NY,10041,United States,212 438 1000,,https://www.spglobal.com,Financial Data & Stock Exchanges,Financial Data & Stock Exchanges,Financial Services,39911.0,1.0,3.0,7.0,4.0,2.0,1685577600.0,1672444800.0,86400,2,391.84,389.31,386.44,391.42,391.84,389.31,386.44,391.42,3.6,0.0092,1684972800.0,0.42069998,0.86,1.114436,47.51038,26.909405,1255953,1255953,1147801,1359600,1359600,0.0,0.0,1000,900,124826484736,279.32,402.92,10.443983,363.8312,346.4517,3.45,0.008804615,USD,140146278400.0,0.23493999,320264264.0,320800000.0,4074302.0,2184893.0,1682640000.0,1685491200.0,0.0127,0.00196,0.88831,3.77,0.0127,0.0,113.077,3.4411063,1672444800.0,1703980800.0,1680220800.0,-0.356,2808000000.0,8.19,14.46,2.36,2:1,1116374400.0,11.726,25.035,0.16590762,0.15015817,0.9,1684972800.0,NYQ,EQUITY,SPGI,SPGI,S&P Global Inc.,S&P Global Inc.,99153000,America/New_York,EDT,4ee881d1-e561-3ba4-9941-3a51f942bca8,finmb_21719,-14400000,389.11,465.0,395.0,415.95,415.0,1.7,buy,19.0,1402000000.0,4.37,5598000128.0,12348999680.0,0.607,0.911,11952000000.0,31.049,36.392,0.043270003,0.074310005,7415000000.0,2639375104.0,2975000064.0,-0.447,0.323,0.65654,0.46837002,0.37107,USD,2.4201,,
488 8th Avenue,San Diego,CA,92101,United States,619 696 2000,,https://www.sempra.com,Utilities—Diversified,Utilities—Diversified,Utilities,15785.0,8.0,7.0,9.0,3.0,8.0,1685577600.0,1672444800.0,86400,2,147.43,146.92,145.6,148.645,147.43,146.92,145.6,148.645,4.76,0.0321,1688342400.0,0.59599996,3.03,0.744366,19.111969,15.468749,606813,606813,1212025,997980,997980,0.0,0.0,800,900,46725967872,136.54,176.47,2.7199469,150.6212,154.37634,4.62,0.031336907,USD,79368208384.0,0.14524001,314417693.0,314652992.0,2671405.0,3010775.0,1682640000.0,1685491200.0,0.0085,0.00034000003,0.87947,1.96,0.0085,0.0,85.01,1.7468532,1672444800.0,1703980800.0,1680220800.0,0.573,2451000064.0,7.77,9.6,3.97,,,4.62,15.293,0.014690757,0.15015817,1.19,1679356800.0,NYQ,EQUITY,SRE,SRE,DBA Sempra,Sempra,899127000,America/New_York,EDT,b972b330-bcbc-3220-8032-58f963c87063,finmb_120622,-14400000,148.5,198.0,163.0,174.15,173.0,2.2,buy,13.0,544000000.0,1.729,5190000128.0,29813999616.0,0.392,0.54,17178999808.0,98.575,54.571,0.02513,0.09684,4576000000.0,-4334125056.0,1515000064.0,0.591,0.717,0.30938998,0.30211002,0.18191,USD,2.8812,,
70 Sir John Rogerson’s Quay,Dublin,,D02 R296,Ireland,353 1 232 2000,,https://www.steris.com,Medical Devices,Medical Devices,Healthcare,17000.0,8.0,3.0,6.0,7.0,7.0,1685577600.0,1703980800.0,86400,2,213.59,213.23,211.61,213.75,213.59,213.23,211.61,213.75,1.88,0.0088,1686614400.0,1.7196001,0.91,0.844014,198.19626,22.22956,229136,229136,425103,426020,426020,0.0,0.0,800,800,20920918016,159.21,227.36,4.2197657,198.6428,188.48766,1.84,0.008614636,USD,24146429952.0,0.02159,98316800.0,98651000.0,1688304.0,2179285.0,1682640000.0,1685491200.0,0.0171,0.0030399999,0.96789,3.41,0.0195,0.0,61.617,3.441745,1680220800.0,1711843200.0,1680220800.0,2.582,107030000.0,1.07,9.54,2.46,2:1,904003200.0,4.87,18.069,0.047569633,0.15015817,0.47,1686614400.0,NYQ,EQUITY,STE,STE,STERIS plc (Ireland),STERIS plc,707405400,America/New_York,EDT,e14378b8-12ac-3007-be88-db01b8034353,finmb_34783,-14400000,212.07,240.0,200.0,225.17,232.5,2.1,buy,6.0,208356992.0,2.112,1336327936.0,3274108928.0,1.319,2.334,4957838848.0,53.787,49.725,0.04402,0.01675,2159692000.0,403630240.0,756947008.0,2.661,0.144,0.43561,0.26954,0.15802,USD,,Dublin 2,
State Street Financial Center,Boston,MA,02111,United States,617 786 3000,,https://www.statestreet.com,Asset Management,Asset Management,Financial Services,42786.0,6.0,5.0,7.0,1.0,4.0,1685577600.0,1672444800.0,86400,2,73.16,73.12,72.735,73.48,73.16,73.12,72.735,73.48,2.52,0.0344,1688083200.0,0.3445,2.86,1.582746,10.2282915,8.423299,1722242,1722242,2716100,2919510,2919510,0.0,0.0,800,800,24410935296,58.62,94.74,2.016766,71.464,75.8501,2.46,0.033624932,USD,-36918624256.0,0.22464001,316218893.0,334259008.0,4809124.0,4252520.0,1682640000.0,1685491200.0,0.014400001,0.0037099998,0.97773004,2.01,0.0167,0.0,67.687,1.0789369,1672444800.0,1703980800.0,1680220800.0,-0.091,2601999872.0,7.14,8.67,1.43,2:1,991267200.0,-3.05,,0.1612339,0.15015817,0.63,1680220800.0,NYQ,EQUITY,STT,STT,State Street Corporation,State Street Corporation,322151400,America/New_York,EDT,9d82ed81-6b6f-3b88-986b-476e7740c977,finmb_188785,-14400000,73.03,100.0,68.0,84.79,83.0,2.4,buy,14.0,98122997760.0,293.554,,34773999616.0,,,12103999488.0,,33.73,0.00887,0.106680006,12128000000.0,,4505999872.0,-0.032,-0.008,0.0,0.0,0.30007,USD,2.0031,One Lincoln Street,
38/39 Fitzwilliam Square,Dublin,,D02 NX53,Ireland,353 1 234 3136,,https://www.seagate.com,Computer Hardware,Computer Hardware,Technology,40000.0,6.0,5.0,7.0,7.0,7.0,1685577600.0,1672444800.0,86400,2,62.58,61.89,61.38,62.51,62.58,61.89,61.38,62.51,2.8,0.044699997,1687219200.0,,4.44,1.118309,,26.538794,1622535,1622535,2401543,2636810,2636810,61.3,62.58,3200,800,12750039040,47.47,83.78,1.516057,60.585,59.40045,2.8,0.044742726,USD,18155214848.0,-0.01914,192601104.0,207082000.0,9999536.0,8723209.0,1682640000.0,1685491200.0,0.048299998,0.00563,0.88619006,4.7,0.0594,0.0,-4.849,,1656633600.0,1688169600.0,1680220800.0,,-161000000.0,-0.81,2.32,-54.11,,,2.159,28.412,-0.12975264,0.15015817,0.7,1687219200.0,NMS,EQUITY,STX,STX,Seagate Technology Holdings PLC,Seagate Technology Holdings plc,1039617000,America/New_York,EDT,db8faad9-e67f-3bc2-8b00-0e10d60de875,finmb_3738520,-14400000,61.57,78.0,33.0,63.11,65.0,2.6,hold,18.0,772000000.0,3.728,639000000.0,5968000000.0,0.485,0.988,8409999872.0,,40.287,0.0075199995,,3469000000.0,112625000.0,904000000.0,,-0.336,0.21474001,0.07598,0.012250001,USD,,Dublin 2,
Building 100,Victor,NY,14564,United States,585-678-7100,,https://www.cbrands.com,Beverages—Wineries & Distilleries,Beverages—Wineries & Distilleries,Consumer Defensive,10700.0,10.0,10.0,2.0,8.0,9.0,1685577600.0,1703980800.0,86400,2,243.74,243.73,242.48,246.73,243.74,243.73,242.48,246.73,3.56,0.0145000005,1683072000.0,,1.44,1.032746,,18.643452,986201,986201,1136162,1050710,1050710,0.0,0.0,900,800,45132042240,208.12,261.32,4.774564,233.5284,232.3309,3.2,0.0131287435,USD,58227462144.0,-0.00751,166523045.0,183232000.0,2498846.0,2794167.0,1682640000.0,1685491200.0,0.0136,0.14553,0.76426005,2.02,0.014199999,2248710.0,45.926,5.36254,1677542400.0,1709078400.0,1677542400.0,-0.436,-71000000.0,-0.1,13.21,2.16,2:1,1116201600.0,6.16,17.645,0.028953433,0.15015817,0.89,1683072000.0,NYQ,EQUITY,STZ,STZ,"Constellation Brands, Inc.","Constellation Brands, Inc.",700842600,America/New_York,EDT,16c070ad-8526-3e04-8ec0-b53f8aecbb2b,finmb_258589,-14400000,246.28,295.0,220.0,263.48,265.0,2.0,buy,21.0,133500000.0,0.729,3299899904.0,12960100352.0,0.407,1.178,9452600320.0,148.388,49.093,0.072069995,-0.0037,,815174976.0,2756900096.0,-0.417,-0.05,0.5051,0.3491,0.30816,USD,2.3073,207 High Point Drive,
1000 Stanley Drive,New Britain,CT,06053,United States,860 225 5111,,https://www.stanleyblackanddecker.com,Tools & Accessories,Tools & Accessories,Industrials,54200.0,10.0,2.0,7.0,3.0,6.0,1685577600.0,1672444800.0,86400,2,89.38,88.75,88.31,90.06,89.38,88.75,88.31,90.06,3.2,0.0352,1685664000.0,,2.22,1.308802,,17.78715,1031349,1031349,1617946,1927750,1927750,0.0,0.0,1400,800,13565408256,70.24,118.37,0.8255884,82.231,81.538,3.19,0.03569031,USD,21682794496.0,0.04256,152752197.0,153143008.0,7722531.0,7833566.0,1682640000.0,1685491200.0,0.0504,0.0046900003,0.92188,4.71,0.0574,0.0,61.976,1.4292629,1672444800.0,1703980800.0,1680307200.0,,-179000000.0,-1.15,4.98,4.63,2:1,833846400.0,1.32,19.119,-0.16779405,0.15015817,0.8,1685664000.0,NYQ,EQUITY,SWK,SWK,"Stanley Black & Decker, Inc.","Stanley Black & Decker, Inc.",322151400,America/New_York,EDT,84b5b16f-52e2-352d-a8e8-73d7f7545d67,finmb_304977,-14400000,88.58,110.0,76.0,92.33,90.5,2.9,hold,12.0,387600000.0,2.531,1134099968.0,8380400128.0,0.32,1.304,16431200256.0,88.285,112.001,0.012510001,-0.01837,4411500000.0,732212480.0,-504700000.0,,-0.116,0.23895,0.06902,0.03316,USD,,,
